id_vente,date_vente,produit,quantite,prix_unitaire,total_vente,categorie,vendeur
V04295,2025-06-23,Ordinateur Lenovo ThinkPad,10,970,9700,Informatique,Barry Fatou
V04296,2025-01-26,Clé USB 64 Go Kingston,1,12,12,Accessoires,Bah Mariama
V04297,2025-03-27,Casque Bluetooth JBL,12,45,540,Audio,Barry Fatou
V04298,2025-01-29,Souris Gamer Logitech G502,10,60,600,Accessoires,Barry Fatou
V04299,2025-02-20,Ordinateur Lenovo ThinkPad,9,970,8730,Informatique,Diallo Ibrahima
V04300,2025-08-06,Casque Sony WH-CH510,10,55,550,Audio,Diallo Ibrahima
V04301,2025-09-02,Téléphone Samsung A15,4,210,840,Téléphonie,Barry Fatou
V04302,2025-10-05,Haut-parleur Bluetooth,7,30,210,Audio,Camara Ousmane
V04303,2025-06-19,Casque Bluetooth JBL,18,45,810,Audio,Camara Ousmane
V04304,2025-07-26,Ordinateur Portable HP,1,750,750,Informatique,Bah Mariama
V04305,2025-08-15,Haut-parleur Bluetooth,12,30,360,Audio,Bah Mariama
V04306,2025-05-26,Disque Dur Externe 1To,9,75,675,Stockage,Bah Mariama
V04307,2025-04-07,Haut-parleur JBL Go 3,20,40,800,Audio,Sow Mamadou
V04308,2025-08-30,Haut-parleur Bluetooth,15,30,450,Audio,Camara Ousmane
V04309,2025-02-08,Souris Logitech M185,2,15,30,Accessoires,Barry Fatou
V04310,2025-05-04,Casque Sony WH-CH510,16,55,880,Audio,Camara Ousmane
V04311,2025-06-15,Souris Gamer Logitech G502,15,60,900,Accessoires,Sow Mamadou
V04312,2025-09-21,Ordinateur Portable Dell,20,880,17600,Informatique,Bah Mariama
V04313,2025-06-13,Casque Bluetooth JBL,9,45,405,Audio,Diallo Ibrahima
V04314,2025-03-15,Câble HDMI 2m,2,5,10,Accessoires,Diallo Ibrahima
V04315,2025-05-04,Souris Gamer Logitech G502,13,60,780,Accessoires,Diallo Ibrahima
V04316,2025-05-24,Ordinateur Portable HP,5,750,3750,Informatique,Bah Mariama
V04317,2025-01-10,Clé USB 32 Go SanDisk,1,8,8,Accessoires,Bah Mariama
V04318,2025-10-11,Clavier mécanique Redragon,6,60,360,Accessoires,Bah Mariama
V04319,2025-10-16,Ordinateur Portable HP,5,750,3750,Informatique,Sow Mamadou
V04320,2025-04-26,Clé USB 32 Go SanDisk,6,8,48,Accessoires,Barry Fatou
V04321,2025-08-07,Imprimante Canon Pixma,3,120,360,Informatique,Camara Ousmane
V04322,2025-06-07,Souris Logitech M185,3,15,45,Accessoires,Camara Ousmane
V04323,2025-09-08,Ordinateur Portable HP,14,750,10500,Informatique,Sow Mamadou
V04324,2025-08-11,Ordinateur Lenovo ThinkPad,6,970,5820,Informatique,Bah Mariama
V04325,2025-10-11,Câble HDMI 2m,6,5,30,Accessoires,Bah Mariama
V04326,2025-08-27,Écran Dell 24’’,8,190,1520,Informatique,Diallo Ibrahima
V04327,2025-01-04,Ordinateur Portable HP,20,750,15000,Informatique,Barry Fatou
V04328,2025-10-20,Disque SSD 512 Go,20,120,2400,Stockage,Sow Mamadou
V04329,2025-02-19,Disque SSD 512 Go,6,120,720,Stockage,Camara Ousmane
V04330,2025-09-04,Ordinateur Portable HP,16,750,12000,Informatique,Bah Mariama
V04331,2025-09-30,Imprimante Canon Pixma,12,120,1440,Informatique,Camara Ousmane
V04332,2025-06-13,Casque Sony WH-CH510,4,55,220,Audio,Bah Mariama
V04333,2025-03-30,Haut-parleur Bluetooth,8,30,240,Audio,Sow Mamadou
V04334,2025-07-14,Clé USB 64 Go Kingston,6,12,72,Accessoires,Sow Mamadou
V04335,2025-03-23,Ordinateur Lenovo ThinkPad,6,970,5820,Informatique,Bah Mariama
V04336,2025-03-03,Ordinateur Lenovo ThinkPad,10,970,9700,Informatique,Barry Fatou
V04337,2025-02-19,Clé USB 32 Go SanDisk,9,8,72,Accessoires,Bah Mariama
V04338,2025-07-06,Clé USB 32 Go SanDisk,2,8,16,Accessoires,Diallo Ibrahima
V04339,2025-05-10,Câble HDMI 2m,10,5,50,Accessoires,Sow Mamadou
V04340,2025-05-02,Clé USB 64 Go Kingston,20,12,240,Accessoires,Camara Ousmane
V04341,2025-08-16,Clé USB 32 Go SanDisk,8,8,64,Accessoires,Barry Fatou
V04342,2025-08-31,Disque Dur Externe 1To,14,75,1050,Stockage,Camara Ousmane
V04343,2025-08-04,Haut-parleur Bluetooth,19,30,570,Audio,Bah Mariama
V04344,2025-06-10,Écran Dell 24’’,18,190,3420,Informatique,Diallo Ibrahima
V04345,2025-04-27,Câble HDMI 2m,12,5,60,Accessoires,Sow Mamadou
V04346,2025-04-14,Clé USB 32 Go SanDisk,9,8,72,Accessoires,Barry Fatou
V04347,2025-07-05,Ordinateur Portable HP,11,750,8250,Informatique,Diallo Ibrahima
V04348,2025-05-13,Clé USB 32 Go SanDisk,8,8,64,Accessoires,Bah Mariama
V04349,2025-10-16,Imprimante Canon Pixma,1,120,120,Informatique,Camara Ousmane
V04350,2025-02-22,Clé USB 32 Go SanDisk,5,8,40,Accessoires,Camara Ousmane
V04351,2025-07-08,Disque SSD 512 Go,12,120,1440,Stockage,Camara Ousmane
V04352,2025-04-25,Imprimante Epson EcoTank,8,160,1280,Informatique,Bah Mariama
V04353,2025-06-18,Ordinateur Portable HP,15,750,11250,Informatique,Sow Mamadou
V04354,2025-07-27,Ordinateur Portable HP,13,750,9750,Informatique,Camara Ousmane
V04355,2025-07-08,Ordinateur Portable HP,2,750,1500,Informatique,Bah Mariama
V04356,2025-01-09,Écran Dell 24’’,3,190,570,Informatique,Bah Mariama
V04357,2025-05-09,Imprimante Canon Pixma,14,120,1680,Informatique,Camara Ousmane
V04358,2025-06-30,Disque Dur Externe 1To,12,75,900,Stockage,Sow Mamadou
V04359,2025-04-21,Haut-parleur JBL Go 3,8,40,320,Audio,Barry Fatou
V04360,2025-09-03,Clavier mécanique Redragon,14,60,840,Accessoires,Bah Mariama
V04361,2025-01-12,Imprimante Canon Pixma,14,120,1680,Informatique,Barry Fatou
V04362,2025-01-01,Ordinateur Portable Dell,5,880,4400,Informatique,Camara Ousmane
V04363,2025-09-15,Clavier mécanique Redragon,7,60,420,Accessoires,Sow Mamadou
V04364,2025-05-15,Imprimante Epson EcoTank,13,160,2080,Informatique,Camara Ousmane
V04365,2025-01-09,Ordinateur Portable HP,18,750,13500,Informatique,Barry Fatou
V04366,2025-04-28,Souris Gamer Logitech G502,6,60,360,Accessoires,Camara Ousmane
V04367,2025-01-12,Disque Dur Externe 1To,8,75,600,Stockage,Sow Mamadou
V04368,2025-08-04,Ordinateur Lenovo ThinkPad,13,970,12610,Informatique,Camara Ousmane
V04369,2025-11-05,Ordinateur Portable Dell,18,880,15840,Informatique,Camara Ousmane
V04370,2025-08-03,Imprimante Epson EcoTank,17,160,2720,Informatique,Barry Fatou
V04371,2025-10-26,Ordinateur Portable HP,11,750,8250,Informatique,Sow Mamadou
V04372,2025-10-02,Ordinateur Portable HP,19,750,14250,Informatique,Camara Ousmane
V04373,2025-03-06,Écran Dell 24’’,16,190,3040,Informatique,Sow Mamadou
V04374,2025-03-20,Téléphone iPhone 13,3,950,2850,Téléphonie,Barry Fatou
V04375,2025-03-07,Disque Dur Externe 1To,17,75,1275,Stockage,Bah Mariama
V04376,2025-03-27,Imprimante Canon Pixma,19,120,2280,Informatique,Sow Mamadou
V04377,2025-05-16,Ordinateur Lenovo ThinkPad,14,970,13580,Informatique,Sow Mamadou
V04378,2025-07-17,Casque Bluetooth JBL,16,45,720,Audio,Camara Ousmane
V04379,2025-05-03,Écran Dell 24’’,14,190,2660,Informatique,Barry Fatou
V04380,2025-06-16,Clé USB 32 Go SanDisk,9,8,72,Accessoires,Diallo Ibrahima
V04381,2025-07-09,Haut-parleur Bluetooth,1,30,30,Audio,Bah Mariama
V04382,2025-10-04,Casque Sony WH-CH510,1,55,55,Audio,Camara Ousmane
V04383,2025-11-08,Clé USB 32 Go SanDisk,10,8,80,Accessoires,Barry Fatou
V04384,2025-11-03,Souris Gamer Logitech G502,16,60,960,Accessoires,Camara Ousmane
V04385,2025-07-13,Ordinateur Portable Dell,8,880,7040,Informatique,Barry Fatou
V04386,2025-08-13,Téléphone iPhone 13,15,950,14250,Téléphonie,Sow Mamadou
V04387,2025-07-06,Clé USB 64 Go Kingston,20,12,240,Accessoires,Sow Mamadou
V04388,2025-06-18,Haut-parleur JBL Go 3,15,40,600,Audio,Diallo Ibrahima
V04389,2025-09-30,Imprimante Canon Pixma,6,120,720,Informatique,Bah Mariama
V04390,2025-02-02,Câble HDMI 2m,16,5,80,Accessoires,Camara Ousmane
V04391,2025-08-25,Haut-parleur Bluetooth,20,30,600,Audio,Diallo Ibrahima
V04392,2025-10-03,Casque Sony WH-CH510,6,55,330,Audio,Diallo Ibrahima
V04393,2025-03-20,Clé USB 64 Go Kingston,16,12,192,Accessoires,Camara Ousmane
V04394,2025-09-07,Ordinateur Lenovo ThinkPad,14,970,13580,Informatique,Barry Fatou
V04395,2025-07-29,Disque Dur Externe 1To,17,75,1275,Stockage,Diallo Ibrahima
V04396,2025-04-13,Ordinateur Lenovo ThinkPad,13,970,12610,Informatique,Camara Ousmane
V04397,2025-04-27,Souris Gamer Logitech G502,10,60,600,Accessoires,Sow Mamadou
V04398,2025-11-09,Câble HDMI 2m,5,5,25,Accessoires,Sow Mamadou
V04399,2025-03-21,Ordinateur Portable Dell,19,880,16720,Informatique,Diallo Ibrahima
V04400,2025-10-10,Clavier mécanique Redragon,9,60,540,Accessoires,Diallo Ibrahima
V04401,2025-07-03,Clé USB 32 Go SanDisk,4,8,32,Accessoires,Sow Mamadou
V04402,2025-01-02,Clavier mécanique Redragon,14,60,840,Accessoires,Barry Fatou
V04403,2025-06-12,Haut-parleur Bluetooth,1,30,30,Audio,Diallo Ibrahima
V04404,2025-06-11,Ordinateur Portable Dell,11,880,9680,Informatique,Sow Mamadou
V04405,2025-08-16,Ordinateur Portable Dell,1,880,880,Informatique,Camara Ousmane
V04406,2025-06-22,Disque Dur Externe 1To,17,75,1275,Stockage,Sow Mamadou
V04407,2025-02-17,Haut-parleur JBL Go 3,20,40,800,Audio,Barry Fatou
V04408,2025-04-26,Disque SSD 512 Go,17,120,2040,Stockage,Bah Mariama
V04409,2025-05-11,Disque Dur Externe 1To,6,75,450,Stockage,Bah Mariama
V04410,2025-06-06,Casque Bluetooth JBL,18,45,810,Audio,Diallo Ibrahima
V04411,2025-05-02,Casque Bluetooth JBL,20,45,900,Audio,Diallo Ibrahima
V04412,2025-11-08,Téléphone iPhone 13,6,950,5700,Téléphonie,Bah Mariama
V04413,2025-10-22,Casque Bluetooth JBL,12,45,540,Audio,Diallo Ibrahima
V04414,2025-03-21,Clé USB 64 Go Kingston,6,12,72,Accessoires,Diallo Ibrahima
V04415,2025-10-15,Souris Gamer Logitech G502,11,60,660,Accessoires,Bah Mariama
V04416,2025-10-23,Ordinateur Lenovo ThinkPad,3,970,2910,Informatique,Barry Fatou
V04417,2025-09-15,Souris Logitech M185,19,15,285,Accessoires,Bah Mariama
V04418,2025-02-05,Casque Bluetooth JBL,20,45,900,Audio,Camara Ousmane
V04419,2025-02-19,Clavier mécanique Redragon,17,60,1020,Accessoires,Diallo Ibrahima
V04420,2025-04-30,Ordinateur Lenovo ThinkPad,14,970,13580,Informatique,Sow Mamadou
V04421,2025-05-15,Disque Dur Externe 1To,12,75,900,Stockage,Bah Mariama
V04422,2025-08-20,Disque SSD 512 Go,16,120,1920,Stockage,Camara Ousmane
V04423,2025-04-02,Casque Bluetooth JBL,14,45,630,Audio,Camara Ousmane
V04424,2025-06-05,Ordinateur Portable Dell,5,880,4400,Informatique,Barry Fatou
V04425,2025-03-15,Clavier mécanique Redragon,11,60,660,Accessoires,Sow Mamadou
V04426,2025-04-20,Clavier mécanique Redragon,2,60,120,Accessoires,Camara Ousmane
V04427,2025-04-21,Clé USB 32 Go SanDisk,8,8,64,Accessoires,Barry Fatou
V04428,2025-04-20,Écran Dell 24’’,13,190,2470,Informatique,Sow Mamadou
V04429,2025-07-20,Disque SSD 512 Go,6,120,720,Stockage,Bah Mariama
V04430,2025-09-12,Casque Sony WH-CH510,6,55,330,Audio,Sow Mamadou
V04431,2025-06-17,Imprimante Canon Pixma,17,120,2040,Informatique,Bah Mariama
V04432,2025-08-05,Souris Gamer Logitech G502,1,60,60,Accessoires,Camara Ousmane
V04433,2025-03-28,Câble HDMI 2m,2,5,10,Accessoires,Sow Mamadou
V04434,2025-03-27,Téléphone iPhone 13,17,950,16150,Téléphonie,Sow Mamadou
V04435,2025-08-16,Haut-parleur Bluetooth,8,30,240,Audio,Sow Mamadou
V04436,2025-06-27,Disque Dur Externe 1To,18,75,1350,Stockage,Sow Mamadou
V04437,2025-07-14,Ordinateur Portable Dell,13,880,11440,Informatique,Barry Fatou
V04438,2025-07-11,Casque Sony WH-CH510,9,55,495,Audio,Bah Mariama
V04439,2025-08-26,Souris Logitech M185,14,15,210,Accessoires,Sow Mamadou
V04440,2025-08-21,Souris Logitech M185,4,15,60,Accessoires,Barry Fatou
V04441,2025-01-05,Écran Dell 24’’,12,190,2280,Informatique,Camara Ousmane
V04442,2025-07-14,Câble HDMI 2m,5,5,25,Accessoires,Sow Mamadou
V04443,2025-11-01,Téléphone iPhone 13,5,950,4750,Téléphonie,Diallo Ibrahima
V04444,2025-07-21,Disque Dur Externe 1To,18,75,1350,Stockage,Bah Mariama
V04445,2025-03-03,Téléphone iPhone 13,12,950,11400,Téléphonie,Camara Ousmane
V04446,2025-05-13,Haut-parleur Bluetooth,15,30,450,Audio,Diallo Ibrahima
V04447,2025-05-17,Câble HDMI 2m,9,5,45,Accessoires,Camara Ousmane
V04448,2025-09-07,Casque Bluetooth JBL,10,45,450,Audio,Barry Fatou
V04449,2025-07-31,Haut-parleur Bluetooth,13,30,390,Audio,Diallo Ibrahima
V04450,2025-02-21,Casque Bluetooth JBL,11,45,495,Audio,Diallo Ibrahima
V04451,2025-01-24,Ordinateur Portable HP,12,750,9000,Informatique,Bah Mariama
V04452,2025-02-25,Téléphone iPhone 13,14,950,13300,Téléphonie,Sow Mamadou
V04453,2025-06-03,Disque SSD 512 Go,1,120,120,Stockage,Bah Mariama
V04454,2025-05-12,Souris Gamer Logitech G502,20,60,1200,Accessoires,Bah Mariama
V04455,2025-10-11,Casque Sony WH-CH510,17,55,935,Audio,Barry Fatou
V04456,2025-04-12,Ordinateur Portable Dell,4,880,3520,Informatique,Diallo Ibrahima
V04457,2025-01-12,Casque Bluetooth JBL,6,45,270,Audio,Diallo Ibrahima
V04458,2025-04-02,Disque Dur Externe 1To,10,75,750,Stockage,Camara Ousmane
V04459,2025-05-05,Casque Bluetooth JBL,10,45,450,Audio,Diallo Ibrahima
V04460,2025-09-06,Disque SSD 512 Go,7,120,840,Stockage,Sow Mamadou
V04461,2025-08-23,Haut-parleur JBL Go 3,6,40,240,Audio,Barry Fatou
V04462,2025-04-24,Disque SSD 512 Go,10,120,1200,Stockage,Camara Ousmane
V04463,2025-06-06,Haut-parleur Bluetooth,12,30,360,Audio,Bah Mariama
V04464,2025-08-24,Casque Sony WH-CH510,11,55,605,Audio,Diallo Ibrahima
V04465,2025-06-18,Clavier mécanique Redragon,20,60,1200,Accessoires,Sow Mamadou
V04466,2025-05-19,Écran Dell 24’’,10,190,1900,Informatique,Sow Mamadou
V04467,2025-08-13,Câble HDMI 2m,3,5,15,Accessoires,Bah Mariama
V04468,2025-01-16,Disque SSD 512 Go,18,120,2160,Stockage,Diallo Ibrahima
V04469,2025-01-01,Ordinateur Lenovo ThinkPad,8,970,7760,Informatique,Diallo Ibrahima
V04470,2025-03-06,Ordinateur Portable Dell,6,880,5280,Informatique,Sow Mamadou
V04471,2025-07-07,Haut-parleur JBL Go 3,1,40,40,Audio,Sow Mamadou
V04472,2025-09-21,Imprimante Epson EcoTank,20,160,3200,Informatique,Barry Fatou
V04473,2025-06-23,Souris Gamer Logitech G502,12,60,720,Accessoires,Barry Fatou
V04474,2025-02-13,Téléphone iPhone 13,12,950,11400,Téléphonie,Diallo Ibrahima
V04475,2025-06-06,Écran Dell 24’’,4,190,760,Informatique,Bah Mariama
V04476,2025-02-18,Clé USB 32 Go SanDisk,14,8,112,Accessoires,Barry Fatou
V04477,2025-07-14,Casque Bluetooth JBL,19,45,855,Audio,Diallo Ibrahima
V04478,2025-02-14,Clavier mécanique Redragon,12,60,720,Accessoires,Barry Fatou
V04479,2025-02-01,Disque Dur Externe 1To,4,75,300,Stockage,Diallo Ibrahima
V04480,2025-03-30,Disque Dur Externe 1To,2,75,150,Stockage,Barry Fatou
V04481,2025-08-20,Clé USB 64 Go Kingston,15,12,180,Accessoires,Diallo Ibrahima
V04482,2025-09-11,Clavier mécanique Redragon,12,60,720,Accessoires,Sow Mamadou
V04483,2025-03-01,Clavier mécanique Redragon,11,60,660,Accessoires,Camara Ousmane
V04484,2025-02-02,Imprimante Canon Pixma,19,120,2280,Informatique,Camara Ousmane
V04485,2025-02-12,Souris Gamer Logitech G502,5,60,300,Accessoires,Barry Fatou
V04486,2025-06-25,Téléphone Samsung A15,4,210,840,Téléphonie,Camara Ousmane
V04487,2025-09-14,Écran Dell 24’’,15,190,2850,Informatique,Diallo Ibrahima
V04488,2025-04-10,Imprimante Epson EcoTank,6,160,960,Informatique,Diallo Ibrahima
V04489,2025-01-29,Disque Dur Externe 1To,1,75,75,Stockage,Diallo Ibrahima
V04490,2025-10-01,Souris Gamer Logitech G502,3,60,180,Accessoires,Diallo Ibrahima
V04491,2025-04-22,Disque SSD 512 Go,3,120,360,Stockage,Bah Mariama
V04492,2025-08-28,Ordinateur Lenovo ThinkPad,7,970,6790,Informatique,Barry Fatou
V04493,2025-01-02,Ordinateur Portable HP,16,750,12000,Informatique,Sow Mamadou
V04494,2025-10-21,Écran Dell 24’’,16,190,3040,Informatique,Sow Mamadou
V04495,2025-09-14,Imprimante Canon Pixma,20,120,2400,Informatique,Diallo Ibrahima
V04496,2025-06-14,Haut-parleur Bluetooth,19,30,570,Audio,Bah Mariama
V04497,2025-11-06,Haut-parleur JBL Go 3,4,40,160,Audio,Camara Ousmane
V04498,2025-07-20,Disque SSD 512 Go,20,120,2400,Stockage,Sow Mamadou
V04499,2025-09-28,Disque Dur Externe 1To,19,75,1425,Stockage,Sow Mamadou
V04500,2025-06-14,Ordinateur Portable Dell,14,880,12320,Informatique,Bah Mariama
V04501,2025-03-02,Souris Logitech M185,10,15,150,Accessoires,Diallo Ibrahima
V04502,2025-01-16,Clé USB 64 Go Kingston,4,12,48,Accessoires,Camara Ousmane
V04503,2025-09-27,Téléphone iPhone 13,14,950,13300,Téléphonie,Bah Mariama
V04504,2025-01-11,Câble HDMI 2m,2,5,10,Accessoires,Sow Mamadou
V04505,2025-09-04,Câble HDMI 2m,5,5,25,Accessoires,Diallo Ibrahima
V04506,2025-01-09,Disque Dur Externe 1To,18,75,1350,Stockage,Bah Mariama
V04507,2025-10-14,Haut-parleur JBL Go 3,7,40,280,Audio,Camara Ousmane
V04508,2025-07-24,Clé USB 64 Go Kingston,17,12,204,Accessoires,Bah Mariama
V04509,2025-03-28,Câble HDMI 2m,20,5,100,Accessoires,Bah Mariama
V04510,2025-05-29,Téléphone Samsung A15,20,210,4200,Téléphonie,Barry Fatou
V04511,2025-02-07,Écran Dell 24’’,12,190,2280,Informatique,Diallo Ibrahima
V04512,2025-03-21,Clé USB 32 Go SanDisk,13,8,104,Accessoires,Sow Mamadou
V04513,2025-10-29,Ordinateur Portable HP,16,750,12000,Informatique,Bah Mariama
V04514,2025-07-01,Disque SSD 512 Go,2,120,240,Stockage,Sow Mamadou
V04515,2025-08-31,Souris Gamer Logitech G502,9,60,540,Accessoires,Barry Fatou
V04516,2025-02-17,Imprimante Epson EcoTank,12,160,1920,Informatique,Bah Mariama
V04517,2025-07-05,Ordinateur Portable HP,4,750,3000,Informatique,Barry Fatou
V04518,2025-10-12,Haut-parleur JBL Go 3,12,40,480,Audio,Sow Mamadou
V04519,2025-07-16,Imprimante Epson EcoTank,15,160,2400,Informatique,Sow Mamadou
V04520,2025-11-06,Souris Logitech M185,3,15,45,Accessoires,Diallo Ibrahima
V04521,2025-01-27,Casque Sony WH-CH510,5,55,275,Audio,Bah Mariama
V04522,2025-07-17,Clé USB 32 Go SanDisk,12,8,96,Accessoires,Camara Ousmane
V04523,2025-06-17,Clé USB 64 Go Kingston,20,12,240,Accessoires,Barry Fatou
V04524,2025-05-11,Casque Sony WH-CH510,1,55,55,Audio,Diallo Ibrahima
V04525,2025-03-31,Disque Dur Externe 1To,1,75,75,Stockage,Barry Fatou
V04526,2025-04-05,Haut-parleur JBL Go 3,20,40,800,Audio,Diallo Ibrahima
V04527,2025-02-24,Imprimante Epson EcoTank,5,160,800,Informatique,Camara Ousmane
V04528,2025-06-11,Imprimante Canon Pixma,16,120,1920,Informatique,Sow Mamadou
V04529,2025-09-24,Haut-parleur JBL Go 3,14,40,560,Audio,Camara Ousmane
V04530,2025-06-02,Casque Bluetooth JBL,12,45,540,Audio,Sow Mamadou
V04531,2025-08-21,Haut-parleur Bluetooth,1,30,30,Audio,Barry Fatou
V04532,2025-05-13,Ordinateur Portable HP,6,750,4500,Informatique,Sow Mamadou
V04533,2025-10-28,Souris Gamer Logitech G502,20,60,1200,Accessoires,Bah Mariama
V04534,2025-09-11,Casque Sony WH-CH510,11,55,605,Audio,Barry Fatou
V04535,2025-08-08,Imprimante Canon Pixma,4,120,480,Informatique,Bah Mariama
V04536,2025-06-18,Ordinateur Lenovo ThinkPad,12,970,11640,Informatique,Bah Mariama
V04537,2025-06-22,Disque SSD 512 Go,4,120,480,Stockage,Barry Fatou
V04538,2025-01-11,Casque Sony WH-CH510,16,55,880,Audio,Bah Mariama
V04539,2025-01-19,Clé USB 32 Go SanDisk,16,8,128,Accessoires,Barry Fatou
V04540,2025-01-09,Imprimante Canon Pixma,7,120,840,Informatique,Sow Mamadou
V04541,2025-10-11,Imprimante Epson EcoTank,4,160,640,Informatique,Sow Mamadou
V04542,2025-11-08,Haut-parleur JBL Go 3,3,40,120,Audio,Diallo Ibrahima
V04543,2025-04-16,Ordinateur Portable Dell,16,880,14080,Informatique,Camara Ousmane
V04544,2025-05-16,Écran Dell 24’’,17,190,3230,Informatique,Bah Mariama
V04545,2025-07-25,Souris Gamer Logitech G502,18,60,1080,Accessoires,Bah Mariama
V04546,2025-07-31,Téléphone Samsung A15,8,210,1680,Téléphonie,Barry Fatou
V04547,2025-04-21,Disque Dur Externe 1To,15,75,1125,Stockage,Bah Mariama
V04548,2025-10-04,Écran Dell 24’’,4,190,760,Informatique,Barry Fatou
V04549,2025-05-17,Clavier mécanique Redragon,6,60,360,Accessoires,Sow Mamadou
V04550,2025-07-25,Clavier mécanique Redragon,4,60,240,Accessoires,Sow Mamadou
V04551,2025-04-16,Câble HDMI 2m,19,5,95,Accessoires,Sow Mamadou
V04552,2025-04-09,Téléphone Samsung A15,12,210,2520,Téléphonie,Camara Ousmane
V04553,2025-04-29,Imprimante Canon Pixma,1,120,120,Informatique,Sow Mamadou
V04554,2025-06-07,Imprimante Epson EcoTank,16,160,2560,Informatique,Bah Mariama
V04555,2025-08-14,Clé USB 32 Go SanDisk,12,8,96,Accessoires,Diallo Ibrahima
V04556,2025-05-22,Souris Logitech M185,19,15,285,Accessoires,Diallo Ibrahima
V04557,2025-07-13,Câble HDMI 2m,14,5,70,Accessoires,Bah Mariama
V04558,2025-07-26,Clavier mécanique Redragon,2,60,120,Accessoires,Camara Ousmane
V04559,2025-10-27,Haut-parleur JBL Go 3,11,40,440,Audio,Barry Fatou
V04560,2025-01-24,Imprimante Canon Pixma,15,120,1800,Informatique,Sow Mamadou
V04561,2025-08-22,Haut-parleur JBL Go 3,2,40,80,Audio,Sow Mamadou
V04562,2025-10-14,Disque Dur Externe 1To,15,75,1125,Stockage,Diallo Ibrahima
V04563,2025-06-25,Souris Logitech M185,8,15,120,Accessoires,Bah Mariama
V04564,2025-02-17,Souris Gamer Logitech G502,2,60,120,Accessoires,Barry Fatou
V04565,2025-07-20,Casque Sony WH-CH510,12,55,660,Audio,Bah Mariama
V04566,2025-05-30,Souris Gamer Logitech G502,1,60,60,Accessoires,Diallo Ibrahima
V04567,2025-05-15,Clavier mécanique Redragon,18,60,1080,Accessoires,Diallo Ibrahima
V04568,2025-02-11,Clé USB 32 Go SanDisk,15,8,120,Accessoires,Diallo Ibrahima
V04569,2025-10-18,Disque SSD 512 Go,9,120,1080,Stockage,Diallo Ibrahima
V04570,2025-10-26,Téléphone Samsung A15,12,210,2520,Téléphonie,Barry Fatou
V04571,2025-05-16,Clavier mécanique Redragon,9,60,540,Accessoires,Sow Mamadou
V04572,2025-03-09,Casque Sony WH-CH510,3,55,165,Audio,Bah Mariama
V04573,2025-08-24,Imprimante Canon Pixma,8,120,960,Informatique,Barry Fatou
V04574,2025-05-14,Haut-parleur JBL Go 3,7,40,280,Audio,Camara Ousmane
V04575,2025-05-20,Haut-parleur Bluetooth,15,30,450,Audio,Camara Ousmane
V04576,2025-08-28,Casque Sony WH-CH510,8,55,440,Audio,Diallo Ibrahima
V04577,2025-02-14,Ordinateur Portable HP,5,750,3750,Informatique,Bah Mariama
V04578,2025-01-25,Câble HDMI 2m,5,5,25,Accessoires,Camara Ousmane
V04579,2025-11-09,Clé USB 64 Go Kingston,15,12,180,Accessoires,Camara Ousmane
V04580,2025-03-19,Ordinateur Portable Dell,1,880,880,Informatique,Diallo Ibrahima
V04581,2025-09-14,Souris Gamer Logitech G502,13,60,780,Accessoires,Camara Ousmane
V04582,2025-07-09,Téléphone Samsung A15,16,210,3360,Téléphonie,Sow Mamadou
V04583,2025-02-13,Téléphone iPhone 13,13,950,12350,Téléphonie,Bah Mariama
V04584,2025-10-21,Casque Sony WH-CH510,15,55,825,Audio,Barry Fatou
V04585,2025-08-28,Clavier mécanique Redragon,19,60,1140,Accessoires,Sow Mamadou
V04586,2025-07-28,Haut-parleur Bluetooth,15,30,450,Audio,Camara Ousmane
V04587,2025-11-06,Disque Dur Externe 1To,7,75,525,Stockage,Bah Mariama
V04588,2025-01-20,Clé USB 64 Go Kingston,20,12,240,Accessoires,Camara Ousmane
V04589,2025-04-26,Haut-parleur Bluetooth,14,30,420,Audio,Bah Mariama
V04590,2025-04-29,Clavier mécanique Redragon,18,60,1080,Accessoires,Barry Fatou
V04591,2025-06-12,Casque Sony WH-CH510,7,55,385,Audio,Camara Ousmane
V04592,2025-05-01,Téléphone iPhone 13,12,950,11400,Téléphonie,Sow Mamadou
V04593,2025-03-07,Téléphone Samsung A15,6,210,1260,Téléphonie,Diallo Ibrahima
V04594,2025-07-11,Clavier mécanique Redragon,14,60,840,Accessoires,Diallo Ibrahima
V04595,2025-09-10,Imprimante Canon Pixma,3,120,360,Informatique,Bah Mariama
V04596,2025-10-10,Haut-parleur Bluetooth,8,30,240,Audio,Camara Ousmane
V04597,2025-08-10,Clavier mécanique Redragon,18,60,1080,Accessoires,Camara Ousmane
V04598,2025-01-26,Ordinateur Portable HP,2,750,1500,Informatique,Sow Mamadou
V04599,2025-07-23,Téléphone iPhone 13,14,950,13300,Téléphonie,Diallo Ibrahima
V04600,2025-02-27,Casque Bluetooth JBL,4,45,180,Audio,Bah Mariama
V04601,2025-04-30,Imprimante Epson EcoTank,15,160,2400,Informatique,Diallo Ibrahima
V04602,2025-02-08,Clavier mécanique Redragon,20,60,1200,Accessoires,Barry Fatou
V04603,2025-03-27,Disque SSD 512 Go,10,120,1200,Stockage,Bah Mariama
V04604,2025-08-29,Ordinateur Lenovo ThinkPad,14,970,13580,Informatique,Sow Mamadou
